InstanceName,glucose_2.0,glueminisat-2.2.5,lingeling-587f-4882048-110513,minisathackcir_minisat_2011.05.13_simp_,minisathackcontrasat_2011.03.02,minisathackEBMiniSAT_2011.03.02,minisathackLR_GL_SHR_2011.03.02,minisathackMiniSAT_2.2.0.agile.26,minisathackminisat_psm_2011.04.01,minisathackreferenceminisat_2.2.0,MPhaseSAT64,rcl_2011.04.01,RestartSAT_B95,SAT09referencesolverprecosat_236
blocks-blocks-36-0180-SAT.cnf,19.71,24.84,44.82,64.85,130.31,50.50,17.77,36.14,146.39,9.08,143.47,40.28,30.83,196.26
blocks-blocks-37-1120-NOTKNOWN.cnf,42.49,45.90,52.35,82.44,104.54,106.28,55.85,66.62,68.79,56.08,146.99,60.82,48.35,147.21
blocks-blocks-37-1130-NOTKNOWN.cnf,655.28,662.52,472.12,931.19,1436.80,912.11,952.23,1420.36,1200.63,1241.06,626.70,665.19,663.82,317.98
blocks-blocks-37-1150-SAT.cnf,17.28,15.54,45.95,14.72,17.58,17.29,13.43,15.14,44.68,9.59,105.26,62.57,30.98,146.43
c10idw_i.cnf,81.64,21.90,38.34,211.53,40.27,28.94,24.63,40.58,22.70,131.47,41.76,31.65,101.84,57.38
c6288mulmitershuffled-assat03-346.cnf,2577.15,267.88,5000,5000,5000,5000,2210.23,5000,5000,5000,5000,5000,5000,5000
clauses-8renamed-assat05-1964.cnf,394.25,2664.01,444.82,841.65,203.80,42.49,5000,174.12,667.20,1392.67,100.35,685.43,2298.60,1178.91
comb1shuffled.cnf,5000,85.90,5000,2759.99,402.21,419.61,79.04,5000,2627.75,2335.88,5000,2496.26,3372.15,5000
countbitsarray04_32.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
countbitsrotate032.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
countbitssrl064.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
countbitswegner128.cnf,5000,3206.92,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
cube-11-h14-sat.cnf,1188.23,249.33,4029.53,644.83,1176.24,407.60,761.97,1011.53,604.29,1611.64,5000,890.23,492.41,5000
dated-10-17-u.cnf,2657.59,2587.21,2133.72,5000,5000,5000,5000,5000,3217.33,5000,5000,5000,5000,2870.85
dated-5-11-u.cnf,35.16,27.20,13.29,36.25,57.63,49.92,53.84,37.28,32.60,34.40,22.93,28.78,36.79,22.75
dated-5-13-u.cnf,3570.74,3992.59,3645.28,5000,5000,5000,5000,5000,3976.39,5000,5000,5000,5000,4080.17
dekkerused-assat04-989.cnf,4.84,3.10,3.08,16.09,8.31,7.48,14.91,23.09,8.20,16.32,26.92,7.74,13.44,10.31
dme-03-1-k247-unsatshuffled-assat03-407.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
dp04s04shuffled.cnf,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.05,0.01,0.00,0.03
dp04u03shuffled.cnf,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.00,0.01
dp10s10shuffled.cnf,0.31,0.10,0.65,0.11,0.06,0.08,0.14,0.08,0.09,0.10,0.40,0.23,0.25,0.28
driverlog1_ks99irenamed-assat05-3951.cnf,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
driverlog3_v01arenamed-assat05-3963.cnf,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
dspam_dump_vc949.cnf,31.03,0.29,1.51,170.76,0.29,0.28,0.31,0.29,0.71,316.71,3.66,0.72,133.29,0.70
E00N23.cnf,3295.87,2457.33,5000,5000,5000,5000,5000,5000,4000.09,5000,5000,5000,4691.35,5000
E00X23.cnf,2112.58,5000,3864.94,5000,5000,5000,5000,5000,4023.77,5000,5000,5000,4347.21,5000
E02F17.cnf,20.25,15.59,34.35,39.64,59.22,42.14,24.86,53.21,24.85,36.11,52.87,55.33,30.50,34.06
E02F20.cnf,97.45,214.75,39.16,207.85,183.82,220.31,460.12,87.56,114.56,241.12,65.04,49.97,487.60,375.32
E02F22.cnf,171.03,463.22,411.86,218.59,350.16,380.67,2362.72,220.34,31.02,173.28,440.77,205.21,475.97,356.12
E03N17.cnf,0.69,1.12,2.30,1.27,1.39,1.03,1.16,0.88,0.91,0.82,1.93,1.83,0.62,2.42
E04F19.cnf,8.82,134.50,77.01,71.88,67.45,40.52,1462.97,69.71,32.19,17.51,312.95,16.44,93.56,30.88
E04F20.cnf,7.97,168.32,47.33,70.31,54.51,113.60,250.82,70.36,29.55,87.90,112.32,13.56,132.44,41.02
E04N18.cnf,0.08,0.77,1.99,0.09,0.78,0.76,0.80,0.76,0.42,0.06,2.41,0.49,0.08,3.07
E05F18.cnf,2.52,26.22,31.71,13.74,6.20,8.82,48.84,15.88,5.42,8.62,18.73,8.08,29.92,10.96
E05F20.cnf,0.87,76.58,102.04,35.00,47.03,55.99,379.37,70.20,10.41,28.11,92.60,22.84,46.09,119.58
E05X15.cnf,7.23,6.68,11.92,7.43,7.03,7.16,10.36,6.25,7.75,5.85,31.74,9.80,4.87,49.24
E07N15.cnf,0.00,0.01,0.02,0.00,0.00,0.01,0.01,0.01,0.03,0.00,0.05,0.03,0.00,0.02
E15N15.cnf,0.01,0.01,0.02,0.00,0.01,0.01,0.01,0.00,0.09,0.00,0.05,0.08,0.00,0.01
eqatreebraun11unsat.cnf,1880.00,2365.25,1894.31,4134.25,5000,5000,5000,1971.13,1626.91,5000,524.05,5000,4831.84,1545.98
eqatreebraun12unsat.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2208.71,5000,5000,5000
ferry5_ks99irenamed-assat05-3994.cnf,0.01,0.01,0.08,0.00,0.01,0.02,0.01,0.01,0.01,0.00,0.07,0.02,0.01,0.02
grid-strips-grid-y-3035-NOTKNOWN.cnf,219.60,127.04,339.56,596.92,302.50,249.39,237.08,377.40,525.60,458.25,237.27,244.35,282.96,160.51
grid-strips-grid-y-4025-NOTKNOWN.cnf,17.99,9.59,16.99,16.03,15.99,10.54,12.08,13.79,10.91,10.98,26.62,12.85,4.99,18.06
gripper13ushuffled-assat03-395.cnf,5000,3781.43,1192.68,3433.90,3708.31,5000,5000,5000,5000,5000,5000,5000,5000,5000
gss-14-s100.cnf,15.75,14.97,14.72,24.49,3.27,14.39,16.44,12.27,12.03,26.77,13.22,14.62,4.75,27.02
gss-16-s100.cnf,138.21,33.32,42.56,18.22,10.87,76.04,46.83,6.07,36.46,114.06,331.89,37.18,140.97,27.64
gss-19-s100.cnf,1205.92,353.66,510.07,199.24,455.24,6.63,1380.60,273.92,371.35,358.76,38.95,232.71,916.93,694.38
gss-21-s100.cnf,2626.38,2943.05,4113.07,2045.53,30.89,5000,5000,4924.72,890.15,2472.40,32.06,5000,5000,129.46
gss-22-s100.cnf,5000,2262.00,1192.85,5000,5000,5000,3433.78,5000,5000,5000,43.19,160.04,5000,5000
gss-27-s100.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
gus-md5-11.cnf,5000,3899.74,5000,2078.58,1133.73,1148.97,5000,924.00,1082.21,1747.51,5000,1221.11,2305.68,1387.01
gus-md5-12.cnf,5000,5000,5000,5000,5000,5000,5000,3700.69,5000,5000,5000,3473.56,5000,4247.44
hard-18-U-10652.cnf,3.56,15.22,62.42,6.42,14.39,15.36,14.63,14.65,7.12,6.51,24.35,8.12,3.85,101.01
hard-25-U-7061.cnf,0.47,2.18,1.18,0.35,2.15,2.14,2.22,2.12,7.89,0.33,3.00,7.88,0.46,4.67
hard-6-U-7061.cnf,3.33,2.87,12.12,2.60,3.15,3.05,3.14,2.91,7.86,2.16,9.77,8.03,2.68,14.37
homer14shuffled.cnf,279.80,2156.45,482.08,692.63,745.27,943.05,1877.30,2125.45,451.99,2043.21,296.83,594.55,2599.67,991.26
homer16shuffled.cnf,451.83,2555.03,5000,1922.74,2580.45,3667.51,5000,3364.99,4370.71,1685.07,3436.17,5000,4971.18,5000
homer17shuffled.cnf,3204.28,5000,5000,3326.37,5000,5000,5000,5000,4121.06,5000,5000,5000,5000,5000
hsat_vc12062.cnf,0.64,0.34,0.75,0.48,0.34,0.33,0.35,0.32,1.99,0.93,1.26,2.00,1.34,0.80
hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,0.27,0.46,3.49,0.28,0.44,0.46,0.41,0.45,0.87,0.34,3.15,0.91,0.45,0.93
hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,119.93,39.32,87.33,349.33,77.92,77.31,53.46,80.64,62.53,273.47,71.73,77.18,170.14,132.23
hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,2877.22,531.89,2447.47,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,441.56,121.20,130.70,5000,4459.14,503.65,863.05,472.86,474.30,2366.72,596.69,435.01,734.27,297.68
hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,3666.49,5000,5000,874.38
hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,3.03,1.98,8.16,3.39,1.83,1.77,1.48,2.16,2.21,2.63,5.27,2.07,3.70,3.30
hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,7.96,5.17,12.74,12.38,4.22,3.71,4.11,4.59,5.46,10.59,7.07,5.61,9.02,8.19
hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,11.15,3.00,9.11,11.93,3.72,3.35,3.80,3.06,3.55,12.75,6.54,3.95,15.75,5.85
hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,33.36,25.14,37.06,172.35,144.74,31.56,73.28,55.07,45.54,67.93,5000,34.26,145.75,85.56
hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,5000,4223.15,1842.10,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,466.15,157.45,132.76,5000,3541.79,5000,544.27,2180.83,1416.16,5000,557.98,3638.72,3146.38,501.37
hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,0.59,0.57,3.55,0.55,0.62,0.65,0.59,0.61,1.34,0.75,3.30,1.45,0.73,1.26
hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin.cnf,0.42,0.56,3.92,0.35,0.53,0.55,0.58,0.57,1.01,0.39,3.54,1.05,0.62,1.13
hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,6.84,4.50,14.39,13.30,4.58,3.59,5.64,3.63,5.04,11.53,9.33,4.38,21.76,11.55
hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,5000,1433.70,5000,5000,5000,5000,1651.44,5000,5000,5000,5000,5000,5000,5000
hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,0.05,0.42,0.53,0.05,0.43,0.42,0.43,0.44,0.75,0.04,0.16,0.78,0.06,0.09
hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin.cnf,1506.87,307.71,284.19,5000,2534.25,2282.57,2706.48,2308.46,1059.35,3868.92,2184.34,1777.94,3379.04,899.30
hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,2.96,2.09,11.20,5.15,2.18,2.42,2.20,2.09,2.61,3.05,6.15,2.81,5.90,4.22
hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,40.79,24.29,47.10,144.01,31.75,24.05,94.41,40.76,24.33,118.84,5000,118.22,111.78,71.48
hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,15.94,4.52,18.64,23.73,6.17,4.82,3.60,3.18,5.77,20.77,14.27,2.96,31.18,6.74
hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,5000,1645.86,753.24,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
IBM_FV_2004_rule_batch_30_SAT_datk55.cnf,62.76,1904.27,1113.36,132.46,626.05,75.16,347.19,204.88,110.40,1071.87,853.03,253.03,1815.50,430.35
IBM_FV_2004_rule_batch_30_SAT_datk80.cnf,394.09,5000,1951.51,1167.35,61.92,670.45,2880.31,43.01,159.07,1188.30,522.49,654.87,884.08,624.99
ibm-2002-21r-k95.cnf,26.63,22.02,45.61,26.06,8.88,9.92,14.62,8.59,12.52,14.10,28.32,13.39,25.96,8.16
ibm-2002-30r-k85.cnf,607.73,5000,382.39,349.76,1106.34,58.98,5000,34.49,283.49,330.07,765.83,747.65,410.84,183.73
ibm-2004-01-k90.cnf,2.01,27.12,37.41,9.00,12.21,22.18,35.52,15.97,8.04,1.91,16.36,18.28,39.45,10.43
ibm-2004-23-k100.cnf,501.01,382.85,285.56,515.28,66.60,58.86,366.27,72.14,122.61,391.91,242.96,182.52,734.54,131.70
k2fix_gr_rcs_w8shuffled.cnf,1159.57,5000,14.66,5000,5000,5000,5000,5000,5000,5000,3.40,5000,5000,5000
k2fix_gr_rcs_w9shuffled.cnf,13.39,34.63,209.22,83.71,71.71,68.86,60.56,89.20,37.09,120.12,64.05,46.56,176.22,105.63
k2mulmitershuffled-assat03-355.cnf,1463.45,982.23,1521.43,5000,5000,5000,3910.72,5000,2172.41,5000,5000,5000,5000,5000
korf-15.cnf,18.41,24.37,37.40,30.61,32.75,18.41,229.90,20.82,27.55,20.09,13.65,23.12,5.60,10.72
korf-17.cnf,370.52,414.52,749.21,1141.76,677.04,435.56,5000,376.89,520.35,577.63,818.95,3816.58,361.59,632.19
korf-18.cnf,5000,5000,1998.21,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2768.89
li-exam-61shuffled-assat03-366.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
li-test4-100shuffled-assat03-370.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
manol-pipe-c10nidw.cnf,1420.71,170.32,302.03,5000,484.25,223.25,333.22,246.48,121.22,5000,197.33,186.52,5000,348.69
manol-pipe-c6bidw_i.cnf,82.59,16.51,28.79,143.50,22.84,15.90,24.75,17.37,11.90,87.61,39.48,11.84,104.26,23.07
manol-pipe-f7idw.cnf,42.34,14.46,28.75,77.50,67.91,156.91,15.07,582.75,239.11,82.91,80.76,1116.45,58.08,20.70
manol-pipe-f7nidw.cnf,58.29,21.11,34.07,67.75,53.55,58.26,18.25,5000,221.24,86.01,48.52,116.47,79.86,24.55
maxor128.cnf,5000,3828.99,1646.64,5000,5000,5000,3230.06,5000,5000,5000,2836.59,5000,5000,1826.34
maxxor032.cnf,902.53,45.66,125.71,397.22,286.86,874.53,228.16,1614.38,1256.37,4516.80,4049.20,3269.62,661.75,72.31
maxxor064.cnf,5000,718.59,1482.36,5000,5000,5000,4762.40,5000,5000,5000,5000,5000,5000,1497.76
maxxor128.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
maxxororand064.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
md5_48_3.cnf,4279.39,5000,100.02,19.19,291.62,221.90,5000,39.82,84.19,81.78,179.37,141.76,77.32,177.22
minandmaxor016.cnf,0.27,0.18,0.91,0.26,0.18,0.15,0.27,0.14,0.21,0.27,0.80,0.25,0.29,0.26
minandmaxor128.cnf,5000,2442.62,3786.31,5000,5000,4654.11,1780.35,4755.07,4311.72,5000,4701.09,5000,4966.30,1899.92
minxorminand128.cnf,5000,2157.20,3183.92,5000,5000,1299.18,928.57,1539.08,5000,1159.06,5000,5000,2411.57,1936.70
mizh-sha0-36-2.cnf,5000,2039.69,410.89,207.17,3302.68,53.68,5000,1100.69,935.38,13.92,304.35,1024.50,14.25,5000
mizh-sha0-36-4.cnf,58.54,5000,77.42,52.74,36.82,525.02,5000,528.10,350.39,97.40,331.03,203.23,2833.37,5000
mulhs016.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
myciel6-trused-assat04-320.cnf,5000,5000,5000,5000,5000,5000,5000,4906.95,5000,5000,857.29,5000,5000,5000
ndhf_xits_19_UNKNOWN.cnf,1160.37,404.12,37.34,16.75,132.51,1144.06,33.38,1526.42,5000,205.68,16.67,5000,157.70,1281.82
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1025-NOTKNOWN.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1035-NOTKNOWN.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1045-NOTKNOWN.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3025-NOTKNOWN.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3035-NOTKNOWN.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
