Instance,claspfolio
petri-net-alignment_p09.pddl,36.1800
caldera_p14.pddl,18000.0000
spider_p15.pddl,53.0400
petri-net-alignment_p10.pddl,230.9900
spider_p01.pddl,37.2600
petri-net-alignment_p12.pddl,75.8400
nurikabe_p09.pddl,46.6600
organic-synthesis-split_p10.pddl,48.7800
caldera_p20.pddl,18000.0000
data-network_p03.pddl,29.6800
agricola_p14.pddl,1064.3100
organic-synthesis_p03.pddl,3.8900
caldera-split_p04.pddl,10.6700
settlers_p14.pddl,985.4000
nurikabe_p15.pddl,479.0300
data-network_p05.pddl,32.5400
caldera-split_p09.pddl,674.8000
petri-net-alignment_p08.pddl,303.4400
termes_p08.pddl,451.2200
snake_p17.pddl,754.5700
agricola_p03.pddl,146.0400
organic-synthesis_p15.pddl,18000.0000
organic-synthesis_p08.pddl,18000.0000
snake_p05.pddl,384.5800
snake_p10.pddl,679.7200
nurikabe_p01.pddl,0.6600
termes_p01.pddl,9.6400
settlers_p02.pddl,125.4900
agricola_p09.pddl,951.2300
settlers_p11.pddl,129.5200
settlers_p07.pddl,18000.0000
petri-net-alignment_p14.pddl,63.1100
petri-net-alignment_p02.pddl,17.0000
organic-synthesis-split_p04.pddl,137.5200
termes_p05.pddl,32.8000
settlers_p08.pddl,1393.5700
data-network_p04.pddl,63.1500
agricola_p13.pddl,1006.2900
data-network_p15.pddl,33.0100
caldera-split_p19.pddl,18000.0000
termes_p13.pddl,12.7300
caldera-split_p10.pddl,55.2000
caldera-split_p06.pddl,26.4200
organic-synthesis_p14.pddl,3.0200
data-network_p17.pddl,205.3700
termes_p02.pddl,6.1900
snake_p03.pddl,712.4100
caldera_p08.pddl,12.1900
caldera_p12.pddl,39.5800
spider_p06.pddl,18000.0000
caldera-split_p02.pddl,8.6600
settlers_p19.pddl,18000.0000
nurikabe_p16.pddl,751.3400
nurikabe_p17.pddl,1532.9700
nurikabe_p13.pddl,707.5400
petri-net-alignment_p15.pddl,79.6300
organic-synthesis-split_p02.pddl,125.2400
petri-net-alignment_p11.pddl,62.1600
caldera_p03.pddl,3.2400
petri-net-alignment_p19.pddl,71.9000
settlers_p13.pddl,215.2300
nurikabe_p19.pddl,588.4400
caldera-split_p13.pddl,18000.0000
termes_p03.pddl,6.8500
caldera-split_p20.pddl,18000.0000
caldera_p17.pddl,18000.0000
nurikabe_p03.pddl,1.6700
organic-synthesis-split_p16.pddl,18000.0000
agricola_p06.pddl,194.8100
organic-synthesis-split_p20.pddl,18000.0000
agricola_p10.pddl,232.4800
data-network_p08.pddl,18000.0000
petri-net-alignment_p16.pddl,70.8100
organic-synthesis_p13.pddl,18000.0000
termes_p11.pddl,6.7900
snake_p14.pddl,18000.0000
settlers_p16.pddl,18000.0000
settlers_p20.pddl,18000.0000
caldera-split_p18.pddl,18000.0000
data-network_p14.pddl,18000.0000
snake_p08.pddl,18000.0000
termes_p14.pddl,22.6300
termes_p18.pddl,9.7700
agricola_p02.pddl,73.9000
termes_p09.pddl,455.6900
spider_p14.pddl,15.4000
snake_p02.pddl,636.3900
caldera_p15.pddl,18000.0000
organic-synthesis_p02.pddl,0.8000
agricola_p04.pddl,62.2500
organic-synthesis-split_p14.pddl,57.2700
caldera_p13.pddl,18000.0000
nurikabe_p10.pddl,37.5800
caldera_p07.pddl,16.1500
spider_p08.pddl,34.5700
settlers_p04.pddl,162.7700
organic-synthesis-split_p05.pddl,68.1800
petri-net-alignment_p03.pddl,17.5300
petri-net-alignment_p01.pddl,9.2100
caldera_p19.pddl,18000.0000
spider_p13.pddl,18000.0000
organic-synthesis-split_p03.pddl,56.3800
caldera-split_p17.pddl,239.0800
caldera_p06.pddl,23.3800
data-network_p16.pddl,18000.0000
data-network_p12.pddl,30.8900
organic-synthesis_p05.pddl,18000.0000
snake_p18.pddl,978.5200
organic-synthesis_p12.pddl,18000.0000
organic-synthesis-split_p15.pddl,18000.0000
termes_p17.pddl,151.5300
caldera_p18.pddl,18000.0000
organic-synthesis_p18.pddl,18000.0000
organic-synthesis-split_p08.pddl,18000.0000
organic-synthesis-split_p18.pddl,18000.0000
nurikabe_p04.pddl,2.7000
agricola_p11.pddl,411.6200
snake_p15.pddl,619.3800
nurikabe_p05.pddl,9.1700
snake_p19.pddl,635.2900
settlers_p18.pddl,18000.0000
petri-net-alignment_p07.pddl,31.0000
nurikabe_p14.pddl,923.5200
organic-synthesis-split_p17.pddl,18000.0000
snake_p16.pddl,1297.3100
data-network_p02.pddl,7.3100
agricola_p01.pddl,307.9900
data-network_p20.pddl,18000.0000
petri-net-alignment_p13.pddl,192.1300
organic-synthesis-split_p06.pddl,154.2300
data-network_p19.pddl,18000.0000
caldera-split_p15.pddl,18000.0000
organic-synthesis_p07.pddl,1.5100
termes_p06.pddl,148.0800
spider_p04.pddl,1189.7200
spider_p20.pddl,18000.0000
organic-synthesis-split_p13.pddl,18000.0000
caldera-split_p14.pddl,533.9700
data-network_p18.pddl,18000.0000
caldera_p01.pddl,1.8500
spider_p11.pddl,18000.0000
organic-synthesis_p16.pddl,18000.0000
petri-net-alignment_p18.pddl,146.9500
agricola_p12.pddl,1032.9600
agricola_p07.pddl,114.0900
organic-synthesis-split_p19.pddl,598.4900
nurikabe_p07.pddl,17.9300
organic-synthesis-split_p01.pddl,41.2700
spider_p18.pddl,18000.0000
termes_p16.pddl,123.8600
organic-synthesis-split_p11.pddl,408.3600
spider_p07.pddl,16.0700
settlers_p17.pddl,18000.0000
nurikabe_p20.pddl,571.3100
settlers_p09.pddl,18000.0000
caldera-split_p08.pddl,13.8500
organic-synthesis-split_p09.pddl,51.4700
caldera_p04.pddl,3.1300
spider_p16.pddl,250.8400
spider_p02.pddl,35.8200
termes_p19.pddl,78.2000
petri-net-alignment_p05.pddl,46.7000
termes_p15.pddl,106.9000
caldera-split_p16.pddl,18000.0000
organic-synthesis_p10.pddl,6.0800
spider_p19.pddl,18000.0000
caldera-split_p01.pddl,7.9300
caldera_p02.pddl,3.1600
nurikabe_p02.pddl,1.5700
agricola_p18.pddl,1428.6700
data-network_p01.pddl,5.2900
termes_p07.pddl,461.1800
nurikabe_p11.pddl,172.1900
snake_p12.pddl,18000.0000
snake_p06.pddl,782.9800
settlers_p06.pddl,232.4400
termes_p12.pddl,7.4100
caldera_p09.pddl,76.0700
nurikabe_p18.pddl,507.0400
snake_p07.pddl,18000.0000
agricola_p16.pddl,1253.2400
organic-synthesis-split_p12.pddl,256.2400
snake_p11.pddl,660.9200
termes_p20.pddl,26.7600
spider_p09.pddl,214.0300
caldera_p11.pddl,72.1500
petri-net-alignment_p17.pddl,170.5900
data-network_p06.pddl,118.1500
settlers_p12.pddl,167.1300
caldera-split_p03.pddl,8.7600
spider_p17.pddl,275.5500
data-network_p09.pddl,28.2700
settlers_p10.pddl,18000.0000
caldera-split_p05.pddl,18.1500
organic-synthesis_p19.pddl,18000.0000
caldera-split_p11.pddl,18000.0000
organic-synthesis_p09.pddl,6.0700
organic-synthesis_p01.pddl,0.7100
settlers_p05.pddl,849.5300
caldera-split_p12.pddl,18000.0000
termes_p04.pddl,6.6700
agricola_p08.pddl,563.9500
snake_p20.pddl,412.4100
petri-net-alignment_p04.pddl,18.9700
spider_p10.pddl,712.1000
caldera_p10.pddl,27.3800
organic-synthesis-split_p07.pddl,30.5700
agricola_p15.pddl,18000.0000
nurikabe_p06.pddl,8.1500
snake_p04.pddl,131.6200
termes_p10.pddl,450.6900
caldera_p05.pddl,16.9400
organic-synthesis_p04.pddl,18000.0000
snake_p01.pddl,204.9700
data-network_p11.pddl,30.5600
agricola_p19.pddl,1526.2700
nurikabe_p08.pddl,33.7100
snake_p09.pddl,409.6600
data-network_p10.pddl,33.7000
data-network_p13.pddl,35.4600
petri-net-alignment_p06.pddl,30.9000
organic-synthesis_p20.pddl,18000.0000
petri-net-alignment_p20.pddl,86.6800
agricola_p05.pddl,143.5300
settlers_p03.pddl,87.5100
settlers_p15.pddl,18000.0000
data-network_p07.pddl,18000.0000
spider_p05.pddl,18000.0000
organic-synthesis_p06.pddl,18000.0000
agricola_p17.pddl,1202.4900
caldera_p16.pddl,18000.0000
nurikabe_p12.pddl,228.8100
spider_p03.pddl,258.3900
spider_p12.pddl,18000.0000
agricola_p20.pddl,1335.9400
settlers_p01.pddl,30.8200
snake_p13.pddl,18000.0000
organic-synthesis_p11.pddl,18000.0000
organic-synthesis_p17.pddl,18000.0000
caldera-split_p07.pddl,16.9100
