Instance,claspfolio
petri-net-alignment_p09.pddl,33.1000
caldera_p14.pddl,18000.0000
spider_p15.pddl,17.0500
petri-net-alignment_p10.pddl,261.1400
spider_p01.pddl,12.5200
petri-net-alignment_p12.pddl,80.2300
nurikabe_p09.pddl,18.5100
organic-synthesis-split_p10.pddl,126.2500
caldera_p20.pddl,18000.0000
data-network_p03.pddl,25.7600
agricola_p14.pddl,889.1100
organic-synthesis_p03.pddl,66.5900
caldera-split_p04.pddl,5.6500
settlers_p14.pddl,18000.0000
nurikabe_p15.pddl,461.4100
data-network_p05.pddl,31.1400
caldera-split_p09.pddl,325.6900
petri-net-alignment_p08.pddl,145.8200
termes_p08.pddl,1251.2100
snake_p17.pddl,776.8300
agricola_p03.pddl,146.4600
organic-synthesis_p15.pddl,18000.0000
organic-synthesis_p08.pddl,18000.0000
snake_p05.pddl,52.7300
snake_p10.pddl,23.9400
nurikabe_p01.pddl,1.3900
termes_p01.pddl,6.0400
settlers_p02.pddl,53.9800
agricola_p09.pddl,383.5600
settlers_p11.pddl,39.4500
settlers_p07.pddl,18000.0000
petri-net-alignment_p14.pddl,66.8200
petri-net-alignment_p02.pddl,7.1800
organic-synthesis-split_p04.pddl,136.4700
termes_p05.pddl,32.8100
settlers_p08.pddl,18000.0000
data-network_p04.pddl,40.0100
agricola_p13.pddl,751.6800
data-network_p15.pddl,32.2500
caldera-split_p19.pddl,18000.0000
termes_p13.pddl,13.0900
caldera-split_p10.pddl,56.1700
caldera-split_p06.pddl,16.5800
organic-synthesis_p14.pddl,28.5600
data-network_p17.pddl,78.9400
termes_p02.pddl,6.2200
snake_p03.pddl,71.1500
caldera_p08.pddl,12.1800
caldera_p12.pddl,39.4000
spider_p06.pddl,18000.0000
caldera-split_p02.pddl,5.9900
settlers_p19.pddl,18000.0000
nurikabe_p16.pddl,542.1000
nurikabe_p17.pddl,645.6900
nurikabe_p13.pddl,18000.0000
petri-net-alignment_p15.pddl,88.3000
organic-synthesis-split_p02.pddl,117.2800
petri-net-alignment_p11.pddl,64.2800
caldera_p03.pddl,3.1000
petri-net-alignment_p19.pddl,64.0100
settlers_p13.pddl,250.1200
nurikabe_p19.pddl,603.2200
caldera-split_p13.pddl,18000.0000
termes_p03.pddl,6.9300
caldera-split_p20.pddl,18000.0000
caldera_p17.pddl,756.0600
nurikabe_p03.pddl,6.6300
organic-synthesis-split_p16.pddl,18000.0000
agricola_p06.pddl,195.0900
organic-synthesis-split_p20.pddl,18000.0000
agricola_p10.pddl,207.5200
data-network_p08.pddl,18000.0000
petri-net-alignment_p16.pddl,72.2700
organic-synthesis_p13.pddl,18000.0000
termes_p11.pddl,6.8600
snake_p14.pddl,18000.0000
settlers_p16.pddl,18000.0000
settlers_p20.pddl,335.3700
caldera-split_p18.pddl,18000.0000
data-network_p14.pddl,18000.0000
snake_p08.pddl,18000.0000
termes_p14.pddl,23.7900
termes_p18.pddl,9.9400
agricola_p02.pddl,72.7800
termes_p09.pddl,18000.0000
spider_p14.pddl,9.6700
snake_p02.pddl,28.6700
caldera_p15.pddl,18000.0000
organic-synthesis_p02.pddl,17.9700
agricola_p04.pddl,61.4200
organic-synthesis-split_p14.pddl,150.1300
caldera_p13.pddl,18000.0000
nurikabe_p10.pddl,20.4000
caldera_p07.pddl,16.1600
spider_p08.pddl,21.0600
settlers_p04.pddl,150.1300
organic-synthesis-split_p05.pddl,230.4600
petri-net-alignment_p03.pddl,17.1100
petri-net-alignment_p01.pddl,6.1400
caldera_p19.pddl,18000.0000
spider_p13.pddl,18000.0000
organic-synthesis-split_p03.pddl,141.6000
caldera-split_p17.pddl,240.7400
caldera_p06.pddl,23.3900
data-network_p16.pddl,18000.0000
data-network_p12.pddl,30.1800
organic-synthesis_p05.pddl,18000.0000
snake_p18.pddl,730.5400
organic-synthesis_p12.pddl,18000.0000
organic-synthesis-split_p15.pddl,18000.0000
termes_p17.pddl,18.9600
caldera_p18.pddl,18000.0000
organic-synthesis_p18.pddl,18000.0000
organic-synthesis-split_p08.pddl,18000.0000
organic-synthesis-split_p18.pddl,18000.0000
nurikabe_p04.pddl,5.5500
agricola_p11.pddl,415.2700
snake_p15.pddl,84.8500
nurikabe_p05.pddl,4.2500
snake_p19.pddl,692.9600
settlers_p18.pddl,18000.0000
petri-net-alignment_p07.pddl,34.1400
nurikabe_p14.pddl,18000.0000
organic-synthesis-split_p17.pddl,18000.0000
snake_p16.pddl,745.1100
data-network_p02.pddl,27.1700
agricola_p01.pddl,44.9700
data-network_p20.pddl,18000.0000
petri-net-alignment_p13.pddl,150.2700
organic-synthesis-split_p06.pddl,313.8900
data-network_p19.pddl,319.5300
caldera-split_p15.pddl,18000.0000
organic-synthesis_p07.pddl,12.1800
