"InstanceName","Runtime","Tau","Scenarios"
"sat/10-3-13.cnf","0.99832228500564","0","SAT18-EXP"
"sat/10-4-10.cnf","NaN","0","SAT18-EXP"
"sat/1mod8.rules.7-7.cnf","NaN","0","SAT18-EXP"
"sat/20180321_110704973_p_cnf_320_1120.cnf","0.999998439939095","0","SAT18-EXP"
"sat/20180321_110706599_p_cnf_320_1120.cnf","1.00000004000001","0","SAT18-EXP"
"sat/20180321_110707239_p_cnf_320_1120.cnf","0.99999997999778","0","SAT18-EXP"
"sat/20180321_140823961_p_cnf_320_1120.cnf","0.99999989999991","0","SAT18-EXP"
"sat/20180321_140824282_p_cnf_320_1120.cnf","1.00002506107627","0","SAT18-EXP"
"sat/20180321_140826713_p_cnf_320_1120.cnf","0.999999979999988","0","SAT18-EXP"
"sat/20180321_140827428_p_cnf_320_1120.cnf","1.00000040000024","0","SAT18-EXP"
"sat/20180321_140833987_p_cnf_320_1120.cnf","0.998859631495888","0","SAT18-EXP"
"sat/20180322_164223076_p_cnf_320_1120.cnf","0.999997859960067","0","SAT18-EXP"
"sat/20180322_164224543_p_cnf_320_1120.cnf","1.00000220002596","0","SAT18-EXP"
"sat/20180322_164226378_p_cnf_320_1120.cnf","1.00000002000002","0","SAT18-EXP"
"sat/20180322_164226661_p_cnf_320_1120.cnf","0.999869045670323","0","SAT18-EXP"
"sat/20180322_164238439_p_cnf_320_1120.cnf","1.00000014000002","0","SAT18-EXP"
"sat/20180322_164241329_p_cnf_320_1120.cnf","0.999999859999516","0","SAT18-EXP"
"sat/20180322_164241842_p_cnf_320_1120.cnf","1","0","SAT18-EXP"
"sat/20180322_164245263_p_cnf_320_1120.cnf","0.9999942360953","0","SAT18-EXP"
"sat/20180326_095801070_p_cnf_320_1120.cnf","1.00000250003075","0","SAT18-EXP"
"sat/20180326_095804286_p_cnf_320_1120.cnf","0.999998948696936","0","SAT18-EXP"
"sat/20180326_095804936_p_cnf_320_1120.cnf","0.999998819983692","0","SAT18-EXP"
"sat/20180326_095805836_p_cnf_320_1120.cnf","-Inf","0","SAT18-EXP"
"sat/5or7mod8.rules.7-7.cnf","NaN","0","SAT18-EXP"
"sat/6-3-8.cnf","0.999809408299402","0","SAT18-EXP"
"sat/6-4-6.cnf","0","0","SAT18-EXP"
"sat/6-4-7.cnf","NaN","0","SAT18-EXP"
"sat/6-5-6.cnf","NaN","0","SAT18-EXP"
"sat/7-4-7.cnf","NaN","0","SAT18-EXP"
"sat/7-5-6.cnf","NaN","0","SAT18-EXP"
"sat/8-4-10.cnf","NaN","0","SAT18-EXP"
"sat/8-4-8.cnf","NaN","0","SAT18-EXP"
"sat/8-4-9.cnf","NaN","0","SAT18-EXP"
"sat/8-5-6.cnf","0","0","SAT18-EXP"
"sat/9-4-10.cnf","NaN","0","SAT18-EXP"
"sat/9-4-9.cnf","NaN","0","SAT18-EXP"
"sat/a_rphp035_05.cnf","0.976571635887751","0","SAT18-EXP"
"sat/a_rphp045_05.cnf","0","0","SAT18-EXP"
"sat/a_rphp055_04.cnf","-0.0883630688767978","0","SAT18-EXP"
"sat/a_rphp056_05.cnf","0","0","SAT18-EXP"
"sat/a_rphp065_04.cnf","-153.566321108273","0","SAT18-EXP"
"sat/a_rphp085_04.cnf","1.00966780380189","0","SAT18-EXP"
"sat/a_rphp098_04.cnf","1.00680448978159","0","SAT18-EXP"
"sat/ad-A-3-7-17.cnf","0","0","SAT18-EXP"
"sat/ae_rphp035_05.cnf","0.874101165166101","0","SAT18-EXP"
"sat/ae_rphp045_05.cnf","-70.5963741543632","0","SAT18-EXP"
"sat/ae_rphp055_04.cnf","0.734907068240402","0","SAT18-EXP"
"sat/ae_rphp056_05.cnf","0","0","SAT18-EXP"
"sat/ae_rphp062_05.cnf","0","0","SAT18-EXP"
"sat/ae_rphp075_04.cnf","-84.2786119090133","0","SAT18-EXP"
"sat/ae_rphp095_04.cnf","1.0058621953338","0","SAT18-EXP"
"sat/apn-sbox5-cut3-symmbreak.cnf","NaN","0","SAT18-EXP"
"sat/apn-sbox5-cut4-symmbreak.cnf","0","0","SAT18-EXP"
"sat/apn-sbox5-cut5-symmbreak.cnf","0","0","SAT18-EXP"
"sat/apn-sbox6-cut3-helpbox23.cnf","NaN","0","SAT18-EXP"
"sat/apn-sbox6-cut3-helpbox26.cnf","0.999797811229379","0","SAT18-EXP"
"sat/apn-sbox6-cut3-helpbox28.cnf","0.952242330587326","0","SAT18-EXP"
"sat/apn-sbox6-cut3-helpbox29.cnf","0.963421871731046","0","SAT18-EXP"
"sat/apn-sbox6-cut3-helpbox30.cnf","0.729194774478706","0","SAT18-EXP"
"sat/apn-sbox6-cut3-helpbox31.cnf","0.603461281408901","0","SAT18-EXP"
"sat/apn-sbox6-cut4-helpbox23.cnf","NaN","0","SAT18-EXP"
"sat/apn-sbox6-cut4-helpbox26.cnf","0","0","SAT18-EXP"
"sat/apn-sbox6-cut4-helpbox28.cnf","0.998525176593879","0","SAT18-EXP"
"sat/apn-sbox6-cut4-helpbox29.cnf","0.900097179819178","0","SAT18-EXP"
"sat/apn-sbox6-cut4-helpbox30.cnf","0.476469811678137","0","SAT18-EXP"
"sat/apn-sbox6-cut4-helpbox31.cnf","0.993018894782119","0","SAT18-EXP"
"sat/apn-sbox6-cut5-helpbox23.cnf","NaN","0","SAT18-EXP"
"sat/apn-sbox6-cut5-helpbox26.cnf","0","0","SAT18-EXP"
"sat/apn-sbox6-cut5-helpbox28.cnf","-16.2361488415237","0","SAT18-EXP"
"sat/apn-sbox6-cut5-helpbox29.cnf","0.6794696592606","0","SAT18-EXP"
