0,0,0.01,0.03,0,0,1.49
0,0,0.01,0.03,0.01,0,0.42
0,0,0.01,0.03,0.01,0,17.29
0,0,0.01,0.03,0,0,0.05
0,0,0.01,0.03,0,0,8.52
0,0,0.01,0.03,0.02,0,4.43
0,0,0.01,0.03,0,0,2.46
0,0,0.01,0.03,0,0,1.69
0,0,0.01,0.03,0,0,57
0,0,0.01,0.03,0,0,12.95
0,0,0.01,0.03,0,0,1.69
0,0,0.01,0.03,0,0,0.91
0,0,0.01,0.02,0,0,7.55
0,0,0.01,0.03,0.03,0.01,5000
0,0,0.01,0.03,0.01,0,1120.32
0,0,0.01,0.03,0.01,0,476.43
0,0,0.01,0.03,0.01,0,12.18
0,0,0.01,0.03,0.01,0,2.15
0,0,0.01,0.03,0.01,0.01,0.53
0,0,0.01,0.03,0,0,159.49
0.03,0.04,0.08,0.19,0.06,0.05,5000
0.03,0.04,0.07,0.2,0.15,0.05,5000
0.03,0.04,0.07,0.2,0.13,0.06,5000
0.03,0.04,0.08,0.19,0.06,0.05,5000
0.03,0.05,0.08,0.19,0.17,0.05,5000
0.03,0.04,0.08,0.19,0.07,0.05,5000
0.03,0.04,0.08,0.2,0.07,0.05,5000
0.02,0.04,0.07,0.19,0.06,0.05,5000
0.03,0.04,0.08,0.19,0.14,0.06,5000
0.03,0.04,0.08,0.2,0.07,0.05,5000
0.04,0.04,0.08,0.19,0.21,0.06,5000
0.03,0.05,0.08,0.2,0.09,0.1,5000
0.03,0.04,0.08,0.19,0.07,0.05,5000
0.03,0.04,0.08,0.2,0.13,0.05,5000
0.03,0.04,0.08,0.19,0.07,0.05,5000
0.03,0.05,0.07,0.2,0.07,0.05,5000
0.02,0.04,0.08,0.2,0.06,0.06,5000
0.03,0.05,0.08,0.19,0.14,0.05,5000
0.03,0.04,0.08,0.2,0.12,0.06,5000
0.03,0.04,0.08,0.2,0.07,0.06,5000
0.08,0.11,0.2,0.47,0.17,0.16,5000
0.09,0.11,0.2,0.51,0.17,0.17,5000
0.08,0.11,0.2,0.48,0.17,0.16,5000
0.08,0.12,0.2,0.52,0.2,0.22,5000
0.08,0.12,0.2,0.47,0.19,0.16,5000
0.08,0.12,0.21,0.49,0.28,0.18,5000
0.08,0.11,0.21,0.49,0.28,0.17,5000
0.08,0.11,0.2,0.47,0.18,0.17,5000
0.08,0.12,0.2,0.46,0.18,0.17,5000
0.08,0.12,0.21,0.51,0.34,0.17,5000
0.08,0.11,0.2,0.49,0.44,0.21,5000
0.08,0.11,0.2,0.47,0.17,0.16,5000
0.08,0.11,0.21,0.52,0.5,0.32,5000
0.09,0.11,0.21,0.49,0.4,0.17,5000
0.08,0.12,0.21,0.48,0.17,0.17,5000
0.08,0.11,0.2,0.49,0.18,0.16,5000
0.08,0.12,0.2,0.48,0.21,0.17,5000
0.08,0.11,0.2,0.48,0.27,0.16,5000
0.08,0.11,0.21,0.48,0.19,0.16,5000
0.08,0.11,0.2,0.49,0.31,0.17,5000
0.01,0.08,0.77,60.3,0.05,0.06,5000
0.01,0.1,0.68,47.94,0,0.02,5000
0.01,0.08,0.6,39.62,0.03,0.04,5000
0.01,0.08,0.75,59.27,0.02,0.03,5000
0,0.06,0.68,59.74,0.07,0.08,5000
0.01,0.09,0.71,51.38,0.02,0.03,5000
0.01,0.13,0.72,43.45,0,0.01,1.91
0.01,0.05,0.58,43.92,0.04,0.05,5000
0,0.05,0.71,61.67,0.1,0.11,5000
0.01,0.05,0.67,55.19,0.11,0.11,5000
0,0.05,0.46,29.96,0.01,0.02,5000
0,0.05,0.72,63.61,0.09,0.1,5000
0.01,0.09,0.85,71.06,0.01,0.02,5000
0,0.05,0.57,43.09,0.09,0.09,5000
0.01,0.13,0.77,52.27,0.05,0.07,5000
0,0.05,0.69,60.28,0.01,0.02,5000
0.01,0.05,0.57,45.21,0,0.01,5000
0,0.05,0.49,33.82,0.02,0.03,5000
0,0.04,0.56,43.16,0.01,0.02,5000
0.01,0.12,0.76,49.36,0.01,0.02,5000
0.01,0.07,0.6,40.47,0.11,0.1,5000
0.01,0.05,0.78,69.96,0.22,0.19,5000
0.01,0.05,0.64,50.91,0.12,0.13,5000
0.01,0.08,0.72,54.72,0.28,0.25,5000
0.01,0.05,0.68,57.17,0.21,0.21,5000
0.01,0.06,0.63,50.47,0.82,0.31,5000
0.01,0.05,0.6,47.31,0.12,0.11,5000
