30.46,13.31,16.46,37.13,24.59,36.81,31.26
6.68,3.99,3.69,13.51,11.77,11.17,3.51
51.17,19.53,34.15,58.25,23.28,48.5,119.66
15.36,4.95,6.94,15.21,11.29,11.32,8.05
10.64,3.75,6.56,18.47,7.73,10.71,1.94
44.22,22.11,20.91,41.88,27.56,40.8,56.56
24.84,6.75,36.52,80.08,14.72,29.61,4.23
107.72,66.75,78.37,136.69,63.76,88.46,390.06
10.39,3.63,15.34,33.01,17.85,15.42,2.49
2.92,3.86,2.52,14.08,21.82,36.34,5.09
2.7,3.47,3.05,14.9,22.46,82.73,4.97
9.89,4.49,6.75,37.4,48.35,17.59,8.36
8.94,4.03,5.24,36.46,36.64,38.07,4.19
16.17,10.2,13.59,49.78,46.14,21.75,25.23
23.56,9.58,14.1,42.09,46.83,264.34,19.46
20.13,13.99,3.4,9.74,121.96,1.37,11.22
5.61,14.53,10.35,26.87,14.58,8.41,6.01
24.29,6.27,13.49,26.99,38.99,3.11,10.33
37.04,6.3,13.06,27.88,39.23,3.68,12.96
54.21,3.55,13.73,31.4,33.29,2.64,11.2
42.59,4.19,13.52,34.52,35.15,3.18,13.09
33.59,7.1,13.91,27.25,36.37,2.54,9.73
23.39,4.69,13.97,33.77,42.7,2.38,12.74
53.84,6.4,16.65,35.7,47.33,3.24,11.66
21,5.59,15.36,32.31,28.35,2.8,10.91
50.4641448403527,6.49,13.88,26.74,33.84,2.97,10.92
76.56,6.81,17.15,26.69,37.15,3.23,11.19
173.69,38.65,50.65,26.29,124.59,8.13,18.77
5000,218.03,66.07,67.39,162.58,29.92,107.77
43.67,4.29,3.66,11.93,12.25,7.17,5.94
9.76,0.61,0.29,0.32,3.17,10.67,0.54
5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,3093.45,5000,5000
5000,5000,5000,5000,5000,5000,5000
2.37,0.68,16.05,26.75,26.48,230.28,1.24
2.37,0.91,21.1,31.49,32.89,5000,1.02
2.36,0.91,15.63,25.13,31.61,2152.65,1.05
3.31,0.97,17.05,29.99,39.93,5000,1.12
103.82,2.83,28.22,39.72,31.26,5000,2.71
180.08,77.96,304.87,191.94,146.42,5000,17.94
11.54,1.32,16.99,27.49,24.63,5000,1.21
343.78,8.43,21.08,31.63,1.65,5000,7.45
5000,5000,5000,2659.11,693.48,5000,4468.65
2745.5,11.42,39.43,45.29,139.69,5000,11.67
6.58,2.36,93.4,109.73,34.35,5000,2.84
2.82,0.07,0.07,0.08,0.16,5000,0.35
55.71,41.66,148.34,265.12,122.43,49.34,43.77
5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000
1318.58664043316,5000,5000,5000,3498.32,3524.86,2968.87
91.1733049319003,73.4,270.99,388.46,116.05,246.79,52.48
2611.12,1135.47,3657.53311852949,0.08,587.43,1175.79,491.08
7.8,6.21,40.4,71.36,33.72,47.97,7.44
5000,5000,5000,5000,5000,5000,5000
34.51,29.77,60.62,112.89,87.16,14.6,30.28
5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000
203.81,17.17,47.21,150.83,112.89,28.11,16.75
5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,32.8044090000813,5000,5000
1374.93,178.03,24.64,46.11,145.14,3058.4,24.72
123.250758444955,183.04,25.72,33.58,133.57,410.55,8.43
0.27,0.07,0.49,9.59,0.67,22.81,0.09
0.27,0.06,1.74,4.84,0.1,26.38,0.09
0.09,0.09,0.4,8.44,3.12,34.02,0.09
0.23,0.07,0.71,9.08,3.11,34.99,0.09
4.18,0.82,5.52,28.09,4.41,353.24,0.68
2.51,0.3,0.43,0.45,0.54,3.01,0.75
5.65,0.46,0.41,0.45,1.24,21.34,1.15
72.9706255848124,22.55,114.74,558.09,99.26,28.68,18.67
121.12,1.88,3.85,25.63,16.35,187.07,2.77
14.98,0.35,1.09,17.16,9.78,14.74,0.71
40.74,0.63,1.14,23.12,14,126.53,1.19
142.57,0.96,2.26,20.77,15.67,165.04,1.33
70.54,0.36,1.23,14.14,17,17.67,0.88
37.89,3.3,3.05,21.54,14.17,68.51,1.17
219.35,13.92,16.6,37.11,64.78,507.07,10.4
69.63,0.4,1.1,22.94,13.38,17.05,0.82
2.31,0.21,1.97,15.36,7.26,56.64,0.32
4.64,2.07,34.79,28.93,12.81,188.6,0.36
3.65,0.88,47.08,51.96,48.67,72.55,0.38
4.09,0.22,2.58,13.99,6.02,19.26,0.31
15.88,5.84,45.14,228.45,76.36,607.26,2.17
4.99,0.37,0.62,0.63,11.16,6.81,0.82
6.32,0.37,0.58,0.61,0.83,14.86,0.75
12.89,0.5,0.58,0.68,1.6,9.77,1.41
22.29,0.42,0.64,0.84,8.31,5.71,1.01
10.22,0.45,0.55,3.68,0.76,6.1,1.07
5000,5000,2863.92,1518.02670266655,5000,5000,5000
91.22,42.59,34.89,63.34,35.61,12.63,10.21
5000,5000,5000,5000,5000,5000,5000
31.64,0.41,12.15,16.63,24.09,0.39,0.35
0,0,0,0.01,0.01,0,0
18.93,4.15,0.99,1.14,9.03,445.39,3.04
10.97,6.77,22.65,128,48.23,9.74,5.29
15.16,9.1,12.3,90.87,20.93,8.07,5.58
16.6,2.62,5.16,33.89,8.22,3.65,3.43
