Instance,claspfolio
slp-synthesis-aes-bottom20.cnf,50000.0000
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3085-SAT.cnf,25.8000
AProVE11-12.cnf,0.7700
c6288mulmitershuffled-assat03-346.cnf,288.4800
slp-synthesis-aes-top23.cnf,3422.6300
transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed030-NOTKNOWN.cnf,3974.0800
traffic_b_unsat.cnf,97.0800
hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,46.7800
9dlx_vliw_at_b_iq8used-assat04-718.cnf,2202.0600
comb1shuffled.cnf,90.4400
E07N15.cnf,0.0100
vda_gr_rcs_w9shuffled.cnf,0.0200
aaai10-planning-ipc5-rovers-18-step12.cnf,0.2900
ibm-2002-21r-k95.cnf,29.5200
dspam_dump_vc949.cnf,3.6700
rbcl_xits_18_SAT.cnf,1.5100
dme-03-1-k247-unsatshuffled-assat03-407.cnf,50000.0000
aaai10-planning-ipc5-pipesworld-18-step15.cnf,13.7600
smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,3.2600
am_7_7shuffled-assat03-363.cnf,50000.0000
11pipe_k.cnf,480.1300
hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,37.4000
korf-15.cnf,13.6200
countbitsarray04_32.cnf,50000.0000
slp-synthesis-aes-top28.cnf,565.6700
dated-5-11-u.cnf,13.2600
12pipe_bug4_q0used-assat04-723.cnf,10.8500
sha0_36_5.cnf,47.9800
blocks-blocks-37-1150-SAT.cnf,48.4200
homer16shuffled.cnf,2686.0200
smulo064.cnf,50000.0000
E02F22.cnf,372.1300
slp-synthesis-aes-bottom15.cnf,50000.0000
gss-19-s100.cnf,38.7800
eqatreebraun12unsat.cnf,2206.9100
UTI-20-10p0.cnf,500.6500
aes_32_4_keyfind_1.cnf,50000.0000
aes_32_3_keyfind_1.cnf,2249.8100
traffic_r_sat.cnf,10.2800
sortnet-8-ipc5-h19-sat.cnf,880.8200
gss-14-s100.cnf,13.2800
blocks-blocks-36-0160-NOTKNOWN.cnf,68.3700
manol-pipe-f7nidw.cnf,47.7700
cube-11-h14-sat.cnf,682.6200
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1045-NOTKNOWN.cnf,50000.0000
slp-synthesis-aes-top26.cnf,920.0200
aaai10-planning-ipc5-rovers-18-step11.cnf,217.2200
11pipe_11_ooo.cnf,2430.7500
6pipe_6_oooshuffled-assat03-413.cnf,30.6600
hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,1622.5400
UR-20-10p1.cnf,1929.3200
aes_32_1_keyfind_1.cnf,0.0100
partial-10-17-s.cnf,2481.1800
hard-25-U-7061.cnf,1.2400
slp-synthesis-aes-bottom25.cnf,50000.0000
UCG-15-10p0.cnf,232.0100
gss-27-s100.cnf,50000.0000
E05F20.cnf,38.6000
countbitsrotate032.cnf,50000.0000
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,0.3800
hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,3.1800
aaai10-planning-ipc5-pathways-17-step20.cnf,115.4200
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3045-NOTKNOWN.cnf,50000.0000
UR-20-10p0.cnf,2375.5600
smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,17.9400
9dlx_vliw_at_b_iq6used-assat04-347.cnf,894.5100
openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1035-NOTKNOWN.cnf,50000.0000
slp-synthesis-aes-bottom13.cnf,522.0400
aes_128_10_keyfind_1.cnf,50000.0000
E02F20.cnf,66.2700
rand_net70-60-10shuffled.cnf,722.3400
smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,15.6100
dated-5-13-u.cnf,4278.3200
SAT_datk45.cnf,897.2400
sokoban-sequential-p145-microban-sequential080-SAT.cnf,3714.1500
slp-synthesis-aes-bottom24.cnf,50000.0000
sokoban-sequential-p145-microban-sequential050-NOTKNOWN.cnf,1124.2600
sokoban-sequential-p145-microban-sequential070-NOTKNOWN.cnf,3829.6500
dated-10-17-u.cnf,2708.2900
hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,7.4000
smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,32.6200
E02F17.cnf,33.7800
slp-synthesis-aes-bottom23.cnf,50000.0000
traffic_kkb_unknown.cnf,102.6800
maxxor032.cnf,52.4300
AProVE11-10.cnf,20.1200
partial-5-11-u.cnf,50000.0000
slp-synthesis-aes-bottom22.cnf,50000.0000
maxxororand064.cnf,50000.0000
manol-pipe-c10nidw.cnf,157.4000
hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,135.6000
slp-synthesis-aes-bottom26.cnf,50000.0000
driverlog3_v01arenamed-assat05-3963.cnf,0.0000
