405.164,5000,5000,2553.425,5000,5000,1223.485,5000,4223.117,5000,4029.558,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1749.333,3982.925,5000,5000,5000,2776.292,5000,5000,5000,5000,989.887,5000,1743.851,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,407.81,5000,5000,5000,700.682,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,19.727,5000,1.952
5000,3348.561,5000,5000,5000,520.494,5000,5000,47.441,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4382.72,5000,2788.481,1074.906,312.138,5000,1703.446,5000,5000,248.008,5000,5000,0.976,2618.736,0.012
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2892.063,5000,5000,5000,5000,5000,5000,5000,787.811,5000,5000,5000,5000,5000,895.008,5000,5000,5.549,5000,42.939
3145.089,5000,5000,5000,86.853,5000,5000,5000,5000,5000,2088.149,5000,648.324,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2903.419,5000,79.405,5000,5000,5000,5000,1830.241,5000,5000,0.169,3308.333,0.045
5000,5000,5000,5000,347.435,5000,5000,5000,5000,5000,3228.737,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,75.189,74.275,75.773,5000,5000,5000,5000,5000,5000,1558.813,5000,2474.178,5000,5000,5000,1.015,5000,0.222
1047.218,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1760.711,5000,396.53,3891.809,5000,5000,5000,5000,3534.256,5000,1389.295,5000,4105.488,5000,5000,1970.363,5000,5000,0.615,5000,0.029
5000,5000,5000,5000,5000,4153.211,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2068.114,2105.438,1181.537,1134.441,1176.141,5000,5000,3550.406,5000,99.137,5000,5000,5000,5000,5000,5000,5000,0.418,5000,0.03
5000,86.31,5000,5000,5000,5000,1234.827,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2489.676,5000,5000,5000,5000,142.564,5000,372.123
5000,5000,5000,5000,5000,2839.26,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,318.225,296.995,302.832,5000,1503.456,5000,454.081,5000,1199.002,5000,5000,5000,5000,5000,5000,3.93,5000,0.933
1225.496,5000,5000,5000,2193.69,5000,762.7,5000,5000,5000,5000,5000,1196.876,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,261.834,5000,5000,5000,5000,5000,5000,5000,5000,5000,0.661,5000,1.324
944.5,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4406.302,5000,5000,5000,5000,5000,5000,0.609,5000,0.041
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1678.332,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,30.621,994.293,5000,1318.677,0.633,5000,0.076
1726.683,2403.997,5000,5000,2235.383,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,164.111,156.946,160.232,5000,5000,1540.155,5000,5000,5000,1918.238,5000,5000,2268.803,5000,1978.428,0.778,4665.172,0.007
5000,5000,5000,5000,5000,119.514,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2621.582,5000,5000,5000,557.631,1538.607,5000,5000,1846.473,5000,5000,5000,5000,5000,0.173,1227.268,0.355
