abcdsat_r18,CaDiCaL,Candy,cms55-main-all4fixed,COMiniSatPS_Pulsar_drup,expGlucose,expMC_LRB_VSIDS_Switch,expMC_LRB_VSIDS_Switch_2500,expMC_VSIDS_LRB_Switch_2500,GHackCOMSPS_drup,glu_mix,glucose4.2.1,Glucose_Hack_Kiel_fastBVE,glucose-3.0_PADC_10,glucose-3.0_PADC_3,glucose3.0,gluHack,inIDGlucose,Lingeling,Maple_CM,Maple_CM_Dist,Maple_CM_ordUIP,Maple_CM_ordUIP+,Maple_LCM_M1,Maple_LCM_Scavel_200_fix2,Maple_LCM_Scavel_fix2,Maple_LCM+BCrestart,Maple_LCM+BCrestart_M1,MapleCOMSPS_CHB_VSIDS_drup,MapleCOMSPS_LRB_VSIDS_drup,MapleCOMSPS_LRB_VSIDS_2_fix,MapleLCMDistChronoBT,Minisat-v2.2.0-106-ge2dd095,Riss7.1-fix,smallsat,Sparrow2Riss-2018-fixfix,YalSAT
129.66,1.45,651.79,168.39,128.54,960.15,44.76,143.02,2512.88,97.53,449.4,445.47,5000,665.95,654.21,5000,374.15,1255.62,57.03,99.3,129.98,131.43,129.75,80.15,87.51,88.25,121.72,79.47,364.52,109.11,102.17,77.8,2.76,8.52,154.22,603.44,5000
1100.44,5000,5000,274.26,1593.14,5000,5000,558.76,2812.71,1322.55,5000,5000,5000,5000,5000,5000,5000,5000,5000,528.7,99.33,219.79,217.59,231.68,797.63,304.84,520.18,282.55,5000,5000,765.88,548.97,5000,5000,525.38,5000,5000
369.86,5000,5000,598.56,5000,5000,1407.06,258.12,2888.92,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,264.14,455.84,257.3,251.22,165.37,284.3,108.31,257.8,5000,5000,5000,146.83,110.22,1590.08,5000,1000.39,5000,5000
5000,5000,5000,925.49,677.99,5000,216.09,5000,5000,5000,5000,5000,5000,168.36,167.88,5000,5000,63.95,5000,5000,250.45,5000,5000,5000,5000,1082.69,5000,5000,394.03,704.62,5000,5000,5000,5000,569.7,2.54,5.61
5000,5000,1140.13,166.66,38.29,1222.38,322.78,5000,3054.02,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,536.59,5000,5000,1843.51,282.08,5000,5000,5000,5000,1168.98,976.23,5000,472.86,5000,5000,6.54,8.02
5000,5000,589.21,429.87,211.84,5000,1447.43,232.91,678.13,199.56,5000,5000,5000,217.24,209.48,5000,24.19,1048.83,5000,5000,218.57,549.77,534.48,217.29,539.74,104.46,5000,293.31,5000,714.01,122.08,593.32,299.89,5000,5000,2.02,5.43
996.26,5000,676.54,616.33,35.55,372.91,38.82,822,1806.05,54.55,5000,1156.11,392.12,157.11,160.37,394.35,5000,5000,5000,633.97,720.67,1733.09,5000,5000,208.62,229.99,4923.83,1747.64,48.67,708.94,228.1,548.09,97.54,970.75,5000,1.89,39.41
5000,5000,5000,80.23,207.86,5000,160.07,1198.82,3701.93,5000,5000,5000,677.87,1638.3,1635.86,682.67,952.95,1245.4,5000,183.44,5000,5000,5000,465.51,5000,852.76,5000,5000,5000,343.02,189.76,213.2,81.96,5000,296.14,1.85,1.71
615.78,5000,751.47,583.35,45.4,5000,192.35,438.42,3496.73,41.52,5000,773.08,5000,903.14,899.96,5000,5000,397.58,252.53,49.42,148.47,313.49,308.67,168.88,326.49,550.59,5000,1816.41,128.48,457.76,119.72,183.6,82.14,1223.49,5000,1.73,23.97
845.37,5000,45.49,5000,40.7,906.25,118.1,5000,2400.56,35.92,5000,5000,345.17,368.92,363.48,349.37,5000,327.5,1546.24,322.98,791.94,466.75,458.35,33.39,785.89,1569,451.07,33.91,141.77,191.14,41.18,132.05,106.8,670.41,826.72,1.72,8.8
389.54,5000,86.26,44.61,43.75,1131.63,176.01,449.13,2391.29,137.26,146,347.96,45.97,1252.15,1253.21,45.4,5000,272.44,1045.43,87.08,1138.92,242.06,240.94,312.62,78.9,17.14,231.61,1339.34,675.7,17.07,48.53,561.47,130.62,138.45,300.84,1.75,2.91
383.79,5000,484.02,437.54,56.94,585.08,64.49,450.26,163.99,1.93,5000,310.9,813.51,119.55,120.69,820.13,5000,267.78,574.25,168.03,68.88,248.82,245.6,16.43,191.6,657.7,5000,16.55,92.44,16.54,78.05,48.21,176.99,63.25,643.07,1.74,16.44
127.81,1372.01,28.13,537.34,25.09,5000,75.83,332.5,351.86,3.21,193.95,370.54,23.49,60.11,59.01,23.39,75.22,95.43,679.86,33.91,247.44,296.38,287.88,420.42,418.3,524.04,35.96,275.58,92.8,128.65,73.31,32.82,139.49,750.4,151.97,1.55,8.09
131.45,5000,15.88,221.94,20.81,663.06,42.33,320.22,2822.75,31.49,23.23,227.29,249.4,24.85,25.27,252.18,141.51,91.79,5000,33.47,578.34,19.51,19.11,258.08,638.56,39.2,243.53,71.59,160.01,74.31,0.43,90.13,67.44,241.95,785.05,1.85,2.94
372.06,5000,134.6,317.33,73.36,1368.2,47.49,128.48,1779.11,248.11,101.99,34.35,42.65,217.09,217.96,43.19,26.35,120.68,5000,408.22,284.17,657.11,659.11,3.33,141.83,783.08,476.37,3.41,16.29,69.38,214.42,166.73,10.88,299.08,455.56,1.6,2.24
5000,5000,5000,1368,490.29,319.33,5000,5000,5000,288.37,5000,5000,5000,5000,5000,5000,18.98,295.86,5000,5000,5000,5000,5000,2216.61,5000,162.3,5000,5000,5000,769.87,227.52,5000,5000,5000,5000,2.7,2.43
629.66,5000,5000,5000,5000,5000,531.94,5000,5000,178.66,5000,5000,5000,1272.71,1288.23,5000,5000,5000,5000,5000,285.72,5000,5000,5000,5000,5000,5000,5000,5000,5000,572.83,5000,5000,5000,1092.35,2.24,5.3
642.81,5000,5000,85.58,103.75,5000,223.12,97.28,5000,145.46,5000,1127.76,5000,21.96,21.95,5000,388.54,5000,5000,1122.47,501.12,5000,5000,5000,1404.29,1514.65,5000,5000,5000,1403.98,458.56,523.34,261.78,5000,5000,5.82,1.07
664.49,5000,929.87,40.93,277.3,5000,498.27,5000,790.85,416.83,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,552.47,5000,182,5000,597.11,200.27,5000,1039.09,5000,5000,2.19,28.08
657.82,1407.66,5000,5000,5000,5000,1392.26,154.98,5000,5000,5000,5000,5000,1409.01,5000,5000,490.02,5000,1131.6,164.19,725.28,5000,5000,421.46,317.95,1442.93,5000,5000,694.91,139.37,498.35,5000,184.52,5000,694.77,2.3,7.94
1308.02,5000,5000,1300.62,357.84,5000,336.81,5000,5000,883.25,5000,5000,5000,79.49,82,5000,5000,1389.09,5000,5000,5000,5000,5000,531.18,106.58,1003.71,5000,5000,5000,5000,906.24,48.73,307.49,1182.34,5000,1.94,1.12
5000,5000,5000,685.59,558.52,5000,845,5000,5000,5000,5000,208.92,5000,1097.49,1101.28,5000,5000,674.32,5000,5000,721.35,102.07,100.38,443.12,46.67,115.4,5000,5000,5000,5000,223.26,5000,92.93,5000,5000,2.14,9.65
5000,5000,5000,5000,103.23,5000,462.59,5000,726.29,577.72,321.96,5000,5000,5000,5000,5000,5000,5000,5000,667.02,513.83,78.71,76.82,765.93,363.66,5000,5000,5000,85.27,5000,106.09,1314.83,90.45,5000,5000,2.06,26.87
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,1718.74,632.61,2933.95,588.99,997.14,935.29,3025.86,194,3026.28,307.51,1039,1111.06,558.99,575.42,539.8,2723.46,1308.26,842.45,2623.25,2603.56,2738.24,3162.69,2720.94,5000,5000,2533.32,2672.72,868.42,1052.32,735.84,2771.15,2646.03,642.19,5000,1865.5,5000
5000,1058.77,487.29,5000,1120.44,1009.06,963.63,3290.07,5000,891.11,354.37,1622.97,5000,777.97,777.03,657.2,870.22,930.3,248.05,2595.26,715.83,2667.72,2876.47,2813.74,5000,5000,2760.08,3046.61,563.54,5000,5000,2759.54,5000,718.01,5000,1582.84,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,985.26,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1155.76,5000,5000,670.91,5000,1221.18,5000,5000,5000,852.69,5000,5000,5000
241.93,120.72,238.01,204.24,388.97,780.01,256.88,73.25,656.31,285.78,286.04,490.18,288.19,406.64,421.66,548.15,176.2,653.52,276.94,227.03,311.83,225.45,220.26,216.52,505.12,345.32,214.04,210.29,244.85,266.13,187.2,167.1,384.45,248.23,91.02,1061.81,5000
5000,5000,5000,5000,1612.04,5000,5000,666.98,3958.78,5000,5000,5000,1525.3,5000,5000,673.87,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1185.29,5000,402.72,5000,5000,663.71,5000,5000
1659.65,5000,838.06,927.65,1565.34,5000,2256.89,2009.35,2828.02,1472.56,179.4,2364.77,1039.87,2801.03,2845.38,2289.58,2221.3,2733.4,787.36,1140.36,1845.64,1006.33,1159.69,945.71,481.41,478.26,115.02,1436.74,532.97,766.01,790.02,519.15,906.68,742.2,447.46,3024.21,5000
1531.11,1113.68,5000,920.06,5000,5000,5000,5000,2752.46,5000,5000,5000,5000,5000,5000,5000,3686.34,5000,1362.49,5000,1643.62,5000,5000,5000,1358.82,1265.24,5000,1105.79,5000,5000,5000,5000,5000,5000,996.49,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,324.81,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1012.78,5000,1164.72,5000
136.88,97.14,219.31,97.49,170.02,388.02,220.31,159.68,230.8,284.04,300.12,295.6,356.59,426.57,427.99,328.46,463.29,299.46,148.64,138.44,137.39,141.98,137.58,153.63,205.89,180.59,163.46,149.16,226.58,223.08,205.08,182.07,472.33,465.42,117.87,737.55,5000
173.12,87.79,223.12,94.39,220.27,311.51,207.9,154.48,196.45,284.32,262.6,262.7,291.11,407.63,408.01,303.57,5000,340.02,139.52,127.44,124.58,123.6,123.02,141.4,160.61,160.21,144.03,148.11,230.77,203,176.45,168.18,776.6,5000,136.98,5000,5000
189.08,99.34,238.1,92.09,185.89,366.85,209.7,187.48,253.11,275.66,5000,347.14,313.38,473.97,488.79,357.79,468.41,5000,146.03,144.19,132.61,144.19,143.5,146.26,168.43,164.26,154.56,153.8,224.59,217.88,202.7,163.97,882.66,5000,107.62,5000,5000
124.8,90.9,266.97,96.1,186.69,314.3,230.39,158.23,231.88,283.07,256.62,326.78,285.51,326.47,328.44,280.84,561.72,292.7,149.03,135.31,142.95,135.75,134.74,159.81,177.76,178.15,156.18,162.39,215.56,208.75,200.36,161.96,604.19,5000,115.17,5000,5000
124.72,99.94,265.95,94.94,186.68,378.4,252.76,184.03,228.76,289.12,264.6,257.82,270.6,423.17,438.87,350.73,448.57,354.68,140.91,138.29,144.85,144.51,139.41,158.83,156.58,172.98,161.66,164.41,226.11,228.63,199.78,170.19,5000,5000,123.39,5000,5000
293.74,116.63,251.51,97.1,227.42,347.43,240.64,166.82,248.77,308.79,5000,332.64,304.85,436.44,451.31,358.73,554.9,5000,153.13,140.5,141.52,140.42,139.74,159.6,177.18,170.24,153.75,158.35,223.68,223.7,195.23,174.05,600.23,5000,120.59,5000,5000
258.56,105.4,271.89,98.77,240.2,335.98,230.22,175.99,231.97,367.58,265.4,305.74,332.7,358.35,358.85,304.66,327.81,332.2,144.01,139.47,137.21,138.79,137.79,151.18,170.12,169.56,163.78,152.32,218.87,225.08,185.9,157.41,698.66,363.47,115.96,638.97,5000
266.06,1374.54,5000,898.96,5000,1544.85,5000,332.57,2897,5000,279.38,710.17,5000,5000,5000,5000,5000,5000,1620.08,5000,5000,5000,1618.94,705.63,464.12,725.65,517.69,754.89,5000,1499.28,1408.64,654.39,5000,5000,301.95,5000,5000
5000,168.83,373.88,337.77,210.55,513.62,1211.44,131.76,2605.02,171.75,115.71,124.6,250.18,282.36,280.18,260.77,5000,278.33,475.72,254.23,217.18,256.1,258.46,191.28,182.3,166.81,205.61,199.82,444.86,714.85,478.27,234.23,363.32,522.27,553.22,706.63,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,921.83,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
1209.14,293.44,1233.07,839.84,558.76,1549.22,5000,347.68,3026.74,549.17,272.68,377.63,782.43,888.56,889.22,808.96,660.26,832.85,5000,585.26,575.2,585.66,581.15,585.21,459.42,442.55,427.54,513.76,1185.13,5000,1503.89,437.54,1061.74,1169.04,348.13,1366.63,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,652.28,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,422.18,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
231.72,865.35,510.97,1086.06,165.04,1501.9,261.94,228.72,1090.66,203.22,470.1,284.54,319.28,289.22,280.62,305.44,280.62,233.02,927.25,350.34,262.86,232,229.06,219.14,305.81,221.56,272.51,311.29,549.9,510.82,297.5,302.37,5000,300.36,236.04,1184.02,5000
173.36,428.06,337.68,852.89,82.57,467.61,363.97,208.78,628.35,152.2,329.27,188.51,178.71,181.22,179.14,201.94,189.39,185.39,692.85,223.16,141.44,251.34,240.87,206.74,199.11,298.56,262.82,180.46,322.94,240.58,276.85,112.15,630.96,217.17,203.88,1111.17,5000
143.16,20.85,485.81,875.82,12.97,160.13,557,53.81,605.59,89.68,6.7,267.93,232.05,24.37,24.46,234.91,161.9,32.57,151.17,26.81,19.84,32.76,32.56,30.04,153.16,239.58,97.2,38.98,12.45,50.08,95.59,42.46,194.04,43.74,8.69,943.08,5000
296.47,1139.03,480.55,855.85,189.24,975.69,606.63,316.08,1073.96,168.41,334.07,314.87,206.3,242.69,240.32,240.49,243.02,281.33,1208.58,243.76,366.44,271.64,264.28,252.55,318.19,337.41,392.11,285.01,712.95,491.83,330.03,128.37,5000,301.38,369.17,1194.58,5000
1201.59,5000,5000,5000,356.75,5000,5000,587.95,2541.38,730.29,5000,1370.3,1649.12,1236.45,1235.53,1511.01,5000,1033.42,5000,654.99,368.93,549.57,543.14,625.05,617.29,311.76,605.06,776.41,5000,431.9,768.57,574.75,5000,1105.26,513.38,5000,5000
176.61,311.78,296.38,771.36,107.15,848.14,245.85,211.41,833.43,136.2,220.39,168.54,163.43,192.64,198.93,218.83,200.99,160.22,773.43,147.88,225.66,134.77,134.46,257.24,114.67,109.85,226.75,272.01,413,266.91,240.18,117.96,804.58,217.09,213.02,1106.24,5000
701.26,5000,1361.69,5000,337.44,5000,1231.2,556.17,2524.63,461.41,5000,868.56,978.96,920.66,913.12,873.38,560.9,1103.15,5000,370.65,354.12,327.99,332.61,651.33,314.07,279.62,456.93,639.8,5000,450.49,326.43,280.32,5000,754.74,587.13,1606.56,5000
271.63,470.95,338.32,1453.47,118.76,1007.02,500.5,165.61,531.2,173.69,355.79,261.87,212.46,222.23,229.05,220.56,199.29,211.79,636.05,207.81,195.22,207.3,206.85,185.42,244.49,258.89,205.03,205.63,348.93,179.48,157.21,173.27,256.65,260.85,251.67,1157.87,5000
391.53,636.49,408.83,5000,135.81,5000,605.29,225.09,873.4,199.6,414.76,330.73,286.57,286.42,293.49,287.54,326.73,298.22,1043.36,250.41,247.77,263.48,262.84,226.23,242.54,236.94,229.94,226.35,394.59,227.3,215.52,209.71,735.55,326.5,296.58,5000,5000
358.98,597.69,394.52,1633.93,139.15,1515.92,433.97,190.65,831.88,187.82,404.22,325.52,299.92,269.95,270.81,298.01,234.15,290.29,810.98,194.37,241.92,217.22,213.91,213.37,230.28,243.55,203.5,221.13,350.62,204.16,157.92,166.22,453.85,343.24,257.75,1235.68,5000
283.72,453.04,307.67,1200.32,103.55,943.37,335.91,164.07,615.53,170.1,305.22,205.31,200.42,193.45,194.08,203.27,209.41,223.92,611.23,180.83,175.31,171.23,170.76,192.29,208.48,203.07,176.01,190,236.34,121.09,158.41,142.24,283.55,270.51,192.92,1161.19,5000
5000,5000,5000,5000,5000,5000,5000,500.34,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,697.98,5000,823.92,819.55,484.1,5000,5000,5000,5000,5000,874.2,1516.81,5000,1648.36,5000,278.01,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
368.78,8.2,5000,5000,5000,1513.57,7.49,592.13,84.97,5000,173.51,1.53,5000,568.71,558.91,5000,138.98,141.64,5000,617.22,352.16,604.95,617.09,791.91,1479.99,1221.96,73.72,246.48,146.16,206.76,1200.25,122.69,11.6,210.78,477.02,178.2,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
437.92,5000,5000,5000,5000,5000,5000,5000,5000,5000,1206.16,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,193.73,5000,5000,5000,5000,5000,5000,5000,19.22,5000
305.56,1242.68,5000,1472.81,1152.82,1440.86,462.31,514.9,2514.44,1097.12,1250.3,1298.98,5000,5000,5000,5000,5000,918.26,724.01,433.57,626.59,564.38,537.99,359.64,423.05,207.35,142.54,285.57,974.49,586.68,100.93,463.83,1588.9,797.19,1395.71,251.9,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
1389.78,111.3,5000,214.59,1088.56,5000,73.02,209.36,2620.92,5000,1202.28,5000,5000,5000,5000,5000,5000,5000,5000,267.28,428.2,605.92,599.95,237.93,228.54,199.07,198.61,5000,191.25,72.38,136.57,226.31,291.14,5000,5000,124.23,5000
5000,3575.34,5000,5000,666.4,5000,5000,5000,5000,1041.05,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,424.87,387.23,1245.09,5000,5000,5000,5000,580.22,5000,5000,5000,5000,335.04,5000
462.85,5000,674.94,187.84,1493.47,5000,789.95,35.01,2958.45,1002.45,280.77,5000,5000,786.76,798.52,5000,1583.47,1238.58,689.21,315.31,228.85,549.93,541.28,303.69,514.89,225.07,640.95,451.26,329.05,679.65,722.93,501.88,332.35,522.48,424.48,1397.42,5000
5000,5000,1562.66,5000,509.26,1028.79,477.49,2941.6,781.94,415.01,5000,5000,1221.91,807.99,814.25,5000,761.83,1019.55,1347.62,2983.42,3143.51,5000,3188.49,2624.61,5000,5000,2901.42,2877.14,5000,5000,556.92,5000,5000,1141.17,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,346.63,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
337.56,13.26,5000,48.79,897.07,5000,491.82,67.71,55.73,862.34,134.78,34.27,1272.53,5000,5000,1432.65,263.57,5000,233.85,242.29,30.5,246.93,243.68,125.07,43.74,113.46,54.4,132.14,433.38,835.24,76.6,175.29,216.11,567.8,163.49,743.35,5000
1372.11,1182.59,5000,30.54,5000,678.88,585.42,597.15,1427.13,5000,1015.3,5000,5000,5000,5000,1581.36,2.63,5000,641.99,412.17,590.95,406.11,399.89,413.54,370.41,334.85,309.65,476.09,79.26,580.24,277.9,99.62,5000,5000,1198.67,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1268.77,5000,5000,5000,5000,5000,5000,905.13,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,55.26,5000,5000
295.74,617.82,5000,51.6,549.82,100.04,102.49,315.29,2714.09,5000,1054.77,204.99,80.66,181.77,188.22,1007.96,451.43,5000,1643.07,160.84,125.63,160.94,159.07,103.18,103.25,188.09,96.1,99.31,324.52,1610.91,461.6,168.84,5000,447.15,180.61,642.14,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,472.53,993.97,5000,5000,5000,5000,5000,5000,5000,5000,998.01,5000,5000
5000,705.08,5000,5000,352.39,5000,5000,1104.57,5000,403.67,356.11,330.3,366.43,311.8,304.69,778.43,966.38,352.96,5000,814.75,1334.76,964.16,1248.33,1093.37,855.98,1015.49,814.29,800.72,809.16,596.76,492.78,890.15,551.97,477.98,5000,1623.92,5000
5000,601.4,389.86,5000,187.69,1595.8,922.69,836.83,1148.7,235.49,158.27,210.24,194.5,221.83,228,193.21,200.84,207.4,5000,786.54,844.86,869.04,860.38,691.32,997.13,761.2,858.11,680.64,327.63,328.6,329.48,751.45,479.01,385.22,1550.79,1213.42,5000
42.01,33.78,98.71,69.65,121.8,44,96.64,40.25,89.91,140.03,88.37,38.53,12.3,22.95,23.05,133.11,234.71,127.72,72.57,77.08,38.05,77.22,74.97,62.11,49.76,92.48,77.32,28.54,121.46,109.76,58.86,17.09,221.93,22.71,20.95,1.45,241.16
22.15,56.94,10.82,118.97,96.01,88.54,46.99,21.14,111.81,67.36,39.66,83.64,7.57,4.76,4.7,149.45,119.64,101.86,74.79,63.27,26.35,63.07,61.55,10.03,41.43,99.33,73.7,10.09,104.98,43.62,25.27,69.3,169.09,20.48,7.86,2.53,932.02
5000,321.11,5000,889.32,5000,5000,5000,5000,2824.14,1083.89,226.9,1564.49,5000,1146.35,1140.73,1135.65,1072.65,384.2,5000,5000,202.37,5000,5000,5000,3020.39,5000,5000,5000,5000,5000,5000,5000,1464.02,7.36,5000,914.13,5000
5000,5000,5000,5000,5000,5000,243.94,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,833.88,5000,509.12,5000,5000,5000,228.05,1016.13,580.79,370.26,5000,5000,1227.26,5000,445.84,5000,150.95,5000,5000
5000,365.78,205.53,821,13.76,252.5,41.77,91.17,199.45,52.74,37.41,42.39,69.84,68.87,66.3,69.45,173.61,253.56,237.09,50.22,289.35,48.25,48.11,95.37,861.5,142.48,23.83,94.79,117.2,150.13,322.1,172.77,104.29,8.01,5000,914.12,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
71.9,85.05,288.88,71.95,193.84,223.12,94.06,38.94,170.89,152.61,89.33,169.27,281.79,480.12,473.7,251.09,118.01,367.06,84.01,61.51,63.19,61.53,63.6,53.84,59.13,55.03,55.72,51.14,110.46,99.54,71.42,61.62,244.63,718.17,80.81,1016.29,5000
65.32,75.34,209.88,75.89,113.76,155.77,80.24,33.42,175.33,124.98,77.4,103.01,95.34,441.84,451.67,288.4,111.19,327.48,71.3,52.54,55.85,50.75,50.72,48.68,50.93,47.3,58.87,50.23,101.03,91.43,63.92,47.97,250.63,342.24,74.98,698.22,5000
89.45,105.35,5000,180.03,217.54,266.38,140.01,60.62,414.38,257.72,98.7,219.72,259.13,856.33,863.13,688.19,188.91,411.79,108.78,89.59,94.27,92.19,92.51,74.04,84.87,84.89,88.89,84.81,193.32,161.51,112.1,78.59,544.97,777.58,96.82,5000,5000
140.68,206.21,404.02,266.75,293.15,435.79,197.43,99.75,576.62,305.15,5000,298.39,861.95,901.88,891.07,579.91,361.28,5000,154.98,128.21,118.4,128.05,127.88,109.87,113.22,140.09,107.64,104.59,220.36,196.26,159.29,120.57,716.77,5000,173.49,5000,5000
179.75,254.17,5000,243.48,583.81,882.15,374.46,128.13,1080,716.2,225.87,694.75,1003.09,5000,5000,5000,399.89,1587.13,323.38,170.42,205.13,170.6,171.37,163.93,152.66,171.75,153.76,157.45,415.76,401.63,269.12,158.65,5000,5000,254.95,5000,5000
228.96,361.39,5000,400.28,663.19,1570.44,455.57,137.71,1621.84,687.13,205.73,766.01,5000,5000,5000,1652.84,644.41,5000,338.63,177.94,192.03,178.45,177.65,172.96,213.85,161.64,172.87,172.99,527.09,378.74,295.78,155.25,1392.42,5000,221.55,5000,5000
142.38,165.21,247.45,151.82,163.71,231.55,146.73,64.24,307.22,160.41,104.57,302.63,191.86,362.61,371.7,342.88,213.15,283.13,174.14,87.16,72.42,89.85,86.86,77.06,69.31,67.47,58.67,78.2,138.81,134.21,88.46,70.02,298.55,857.5,128.35,1126.97,5000
