"InstanceName","Solver","SequentialRuntime","PredictedRuntime","Prediction_StandardError","ParallelRuntime","VBSRuntime","cores","ResultingTime"
"sat/CNP-5-600.cnf","Sparrow2Riss.2018.fixfix",2.133,2.33331268343821,1.28961098289471,2.3,2.133,1,"2.3"
"sat/CNP-5-600.cnf","YalSAT",7.051,42.379110197664,395.781300870601,7.94,2.133,2,"7.94"
"sat/CNP-5-600.cnf","expMC_LRB_VSIDS_Switch",1224.455,398.824275995807,182.084100501871,1392.26,2.133,3,"Inf"
"sat/CNP-5-600.cnf","COMiniSatPS_Pulsar_drup",1725.213,322.007035744235,414.203298416978,5000,2.133,1,"Inf"
"sat/CNP-5-600.cnf","Minisat.v2.2.0.106.ge2dd095",160.272,442.916354926625,417.147136998521,184.52,2.133,2,"Inf"
"sat/CNP-5-600.cnf","MapleCOMSPS_LRB_VSIDS_2_fix",445.04,474.111559748428,445.105582040456,498.35,2.133,3,"1079.25837649768"
"sat/CNP-5-600.cnf","Maple_LCM_M1",378.744,741.394197064989,331.892495324033,421.46,2.133,1,"Inf"
"sat/CNP-5-600.cnf","Maple_LCM_Scavel_fix2",1255.326,770.392475471698,415.586276073747,1442.93,2.133,2,"Inf"
"sat/CNP-5-600.cnf","cms55.main.all4fixed",2178.752,795.48617851153,900.843719431959,5000,2.133,3,"Inf"
"sat/CNP-5-600.cnf","Maple_LCM_Scavel_200_fix2",286.868,914.883981761006,846.016538042039,317.95,2.133,1,"Inf"
"sat/CNP-5-600.cnf","MapleCOMSPS_LRB_VSIDS_drup",127.306,1369.80412924528,633.717232324533,139.37,2.133,2,"Inf"
"sat/CNP-5-600.cnf","Maple_CM",146.24,1417.77530943396,652.289620343841,164.19,2.133,3,"Inf"
"sat/CNP-5-600.cnf","GHackCOMSPS_drup",2117.734,955.316952515724,1136.07310818404,5000,2.133,1,"Inf"
"sat/CNP-5-600.cnf","expMC_LRB_VSIDS_Switch_2500",138.776,1571.32440555555,675.753575829719,154.98,2.133,2,"Inf"
"sat/CNP-5-600.cnf","abcdsat_r18",595.578,1270.47475031447,999.46440421906,657.82,2.133,3,"Inf"
"sat/CNP-5-600.cnf","Maple_LCM.BCrestart_M1",1053.08,1468.04107023061,972.553011571665,5000,2.133,1,"Inf"
"sat/CNP-5-600.cnf","Maple_CM_ordUIP.",2429.438,1894.7644139413,726.564652177295,5000,2.133,2,"Inf"
"sat/CNP-5-600.cnf","expMC_VSIDS_LRB_Switch_2500",1668.943,1793.11472327044,1002.22889407234,5000,2.133,3,"Inf"
"sat/CNP-5-600.cnf","inIDGlucose",5000,2043.30947358491,1222.88829190317,5000,2.133,1,"Inf"
"sat/CNP-5-600.cnf","Maple_CM_Dist",638.325,1789.37837054507,1570.37142111891,725.28,2.133,2,"Inf"
"sat/CNP-5-600.cnf","glucose.3.0_PADC_10",1249.697,1748.35070303983,1704.79290893535,1409.01,2.133,3,"Inf"
"sat/CNP-5-600.cnf","MapleLCMDistChronoBT",1206.507,1832.10831457023,1776.0678404725,5000,2.133,1,"Inf"
"sat/CNP-5-600.cnf","glucose.3.0_PADC_3",1231.017,1872.94560408805,1859.72280025753,5000,2.133,2,"Inf"
"sat/CNP-5-600.cnf","Maple_CM_ordUIP",5000,2678.56540453593,1504.08856156934,5000,2.133,3,"Inf"
"sat/CNP-5-600.cnf","glucose4.2.1",5000,2887.34835062893,1658.79749881811,5000,2.133,1,"Inf"
"sat/CNP-5-600.cnf","MapleCOMSPS_CHB_VSIDS_drup",596.679,3667.18871446541,937.489286652521,694.91,2.133,2,"Inf"
"sat/CNP-5-600.cnf","Riss7.1.fix",2952.927,3151.63756802935,1771.74168909234,5000,2.133,3,"Inf"
"sat/CNP-5-600.cnf","Maple_LCM.BCrestart",3582.869,3847.86869046121,1212.95061234857,5000,2.133,1,"Inf"
"sat/CNP-5-600.cnf","expGlucose",5000,3966.85098291405,1195.35155348081,5000,2.133,2,"Inf"
"sat/CNP-5-600.cnf","gluHack",429.95,3496.2268827044,1671.32734293907,490.02,2.133,3,"Inf"
"sat/CNP-5-600.cnf","glu_mix",5000,4361.39754685534,841.905435949963,5000,2.133,1,"Inf"
"sat/CNP-5-600.cnf","Lingeling",1007.032,4393.81360188679,860.104365178159,1131.6,2.133,2,"Inf"
"sat/CNP-5-600.cnf","CaDiCaL",1145.608,4558.97473784067,729.325936208272,1407.66,2.133,3,"Inf"
"sat/CNP-5-600.cnf","smallsat",626.684,3902.00503794549,1398.84641789133,694.77,2.133,1,"Inf"
"sat/CNP-5-600.cnf","glucose3.0",5000,4743.0803908805,615.91239469735,5000,2.133,2,"Inf"
"sat/CNP-5-600.cnf","Glucose_Hack_Kiel_fastBVE",5000,4628.96030607966,819.847647812534,5000,2.133,3,"Inf"
"sat/CNP-5-600.cnf","Candy",5000,3940.26936519916,1517.51367018723,5000,2.133,1,"Inf"
