"InstanceName","Solver","SequentialRuntime","PredictedRuntime","Prediction_StandardError","ParallelRuntime","VBSRuntime","delta","delta_prime","alpha","method_number","orderBy"
"15tree701p.wcnf","maxino2018",9.44,930.188697021551,472.311429992402,9.89,9.44,0,0,0,0,"pred"
"15tree701p.wcnf","MaxHS",22.89,933.159312827206,430.053945468687,25.22,9.44,0,0,0,0,"pred"
"15tree701p.wcnf","Open.WBO.ms.pre",46.09,952.951764903504,536.359171511479,48.13,9.44,0,0,0,0,"pred"
