InstanceName,abcdsat_r18,CaDiCaL,Candy,cms55-main-all4fixed,COMiniSatPS_Pulsar_drup,expGlucose,expMC_LRB_VSIDS_Switch,expMC_LRB_VSIDS_Switch_2500,expMC_VSIDS_LRB_Switch_2500,GHackCOMSPS_drup,glu_mix,glucose4.2.1,Glucose_Hack_Kiel_fastBVE,glucose-3.0_PADC_10,glucose-3.0_PADC_3,glucose3.0,gluHack,inIDGlucose,Lingeling,Maple_CM,Maple_CM_Dist,Maple_CM_ordUIP,Maple_CM_ordUIP+,Maple_LCM_M1,Maple_LCM_Scavel_200_fix2,Maple_LCM_Scavel_fix2,Maple_LCM+BCrestart,Maple_LCM+BCrestart_M1,MapleCOMSPS_CHB_VSIDS_drup,MapleCOMSPS_LRB_VSIDS_drup,MapleCOMSPS_LRB_VSIDS_2_fix,MapleLCMDistChronoBT,Minisat-v2.2.0-106-ge2dd095,Riss7.1-fix,smallsat,Sparrow2Riss-2018-fixfix,YalSAT
sat/10-3-13.cnf,448.43,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1987.25,5000,5000,5000,5000,5000,5000,5000,5000,5000,1113.31,5000,5000
sat/10-4-10.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
sat/1mod8.rules.7-7.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
sat/20180321_110704973_p_cnf_320_1120.cnf,5000,5000,5000,5000,5000,5000,5000,459.17,5000,5000,784.68,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,22.09,2
sat/20180321_110706599_p_cnf_320_1120.cnf,5000,5000,5000,5000,5000,585.01,5000,5000,52.16,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,351.39,1176.52,5000,5000,1932.6,5000,283.35,5000,5000,1.11,0.01
sat/20180321_110707239_p_cnf_320_1120.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,884,5000,5000,5000,5000,989.76,5000,5000,6.51,49.32
sat/20180321_140823961_p_cnf_320_1120.cnf,5000,5000,5000,5000,98.11,5000,5000,5000,5000,5000,2364.29,702.96,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,92.85,5000,5000,5000,5000,5000,2088.99,5000,5000,0.13,0.05
sat/20180321_140824282_p_cnf_320_1120.cnf,5000,5000,5000,5000,390.45,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,84.54,5000,84.56,86.43,5000,5000,5000,5000,5000,5000,5000,1699.56,5000,5000,5000,5000,1.11,0.16
sat/20180321_140826713_p_cnf_320_1120.cnf,1185.71,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1968.65,5000,5000,441.7,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2244.16,5000,5000,0.43,0.03
sat/20180321_140827428_p_cnf_320_1120.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2315.98,5000,5000,5000,5000,5000,5000,5000,115.61,5000,5000,5000,5000,5000,5000,5000,5000,0.47,0.01
sat/20180321_140833987_p_cnf_320_1120.cnf,5000,94.7,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,162.58,430.68
sat/20180322_164223076_p_cnf_320_1120.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,361.03,5000,347.76,351.31,5000,1692.35,5000,5000,509.52,1331.29,5000,5000,5000,5000,5000,5000,4.03,1.04
sat/20180322_164224543_p_cnf_320_1120.cnf,1414.97,5000,5000,5000,5000,5000,5000,853.95,5000,5000,5000,1334.32,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,300.16,5000,5000,5000,5000,5000,5000,5000,5000,5000,0.47,1.52
sat/20180322_164226378_p_cnf_320_1120.cnf,1092.11,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,0.42,0.04
sat/20180322_164226661_p_cnf_320_1120.cnf,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1889.38,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,34.53,1137.39,5000,1495.94,0.73,0.08
sat/20180322_164238439_p_cnf_320_1120.cnf,1944.41,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,179.02,5000,179.13,176.29,5000,5000,1776.71,5000,5000,5000,5000,2156.92,5000,5000,5000,2236.05,0.6,0
sat/20180322_164241329_p_cnf_320_1120.cnf,5000,5000,5000,5000,5000,135.23,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,633.99,5000,5000,5000,5000,2071.9,5000,5000,5000,5000,0.18,0.41
sat/20180322_164241842_p_cnf_320_1120.cnf,633.16,5000,5000,5000,5000,5000,5000,5000,39.15,1679.12,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,506.9,2309.96,5000,5000,5000,5000,951.53,5000,5000,5000,5000,1.05,0.3
