"InstanceName","Solver","SequentialRuntime","PredictedRuntime","Prediction_StandardError","ParallelRuntime","VBSRuntime","delta","delta_prime","alpha","method_number","orderBy"
"termes_p09.pddl","Delfi2",437.75,297.079321428572,174.14800488284,437.75,430.2,0,0,0,5,"pred"
